experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,data_type
N40_D2000_Q0.9,40,2000,0.9,1.7336,extrapolated
N40_D2000_Q0.95,40,2000,0.95,1.7276,extrapolated
N40_D2000_Q1.0,40,2000,1.0,1.9275,extrapolated
N70_D0005_Q0.05,70,5,0.05,0.5000,extrapolated
N70_D0005_Q0.1,70,5,0.1,0.5000,extrapolated
N70_D0005_Q0.2,70,5,0.2,0.5000,extrapolated
N70_D0005_Q0.3,70,5,0.3,0.5039,extrapolated
N70_D0005_Q0.4,70,5,0.4,0.8232,extrapolated
N70_D0005_Q0.5,70,5,0.5,1.1008,extrapolated
N70_D0005_Q0.6,70,5,0.6,1.4166,extrapolated
N70_D0005_Q0.7,70,5,0.7,1.6785,extrapolated
N70_D0005_Q0.8,70,5,0.8,2.0006,extrapolated
N70_D0005_Q0.9,70,5,0.9,2.2782,extrapolated
N70_D0005_Q0.95,70,5,0.95,2.4175,extrapolated
N70_D0005_Q1.0,70,5,1.0,2.6033,extrapolated
N70_D0010_Q0.05,70,10,0.05,0.5000,extrapolated
N70_D0010_Q0.1,70,10,0.1,0.5000,extrapolated
N70_D0010_Q0.2,70,10,0.2,0.5000,extrapolated
N70_D0010_Q0.3,70,10,0.3,0.5000,extrapolated
N70_D0010_Q0.4,70,10,0.4,0.7647,extrapolated
N70_D0010_Q0.5,70,10,0.5,1.0531,extrapolated
N70_D0010_Q0.6,70,10,0.6,1.3151,extrapolated
N70_D0010_Q0.7,70,10,0.7,1.6283,extrapolated
N70_D0010_Q0.8,70,10,0.8,1.8614,extrapolated
N70_D0010_Q0.9,70,10,0.9,2.1283,extrapolated
N70_D0010_Q0.95,70,10,0.95,2.2749,extrapolated
N70_D0010_Q1.0,70,10,1.0,2.4186,extrapolated
N70_D0020_Q0.05,70,20,0.05,0.5000,extrapolated
N70_D0020_Q0.1,70,20,0.1,0.5000,extrapolated
N70_D0020_Q0.2,70,20,0.2,0.5000,extrapolated
N70_D0020_Q0.3,70,20,0.3,0.5000,extrapolated
N70_D0020_Q0.4,70,20,0.4,0.7217,extrapolated
N70_D0020_Q0.5,70,20,0.5,0.9839,extrapolated
N70_D0020_Q0.6,70,20,0.6,1.2611,extrapolated
N70_D0020_Q0.7,70,20,0.7,1.5062,extrapolated
N70_D0020_Q0.8,70,20,0.8,1.7756,extrapolated
N70_D0020_Q0.9,70,20,0.9,2.0434,extrapolated
N70_D0020_Q0.95,70,20,0.95,2.1901,extrapolated
N70_D0020_Q1.0,70,20,1.0,2.3369,extrapolated
N70_D0050_Q0.05,70,50,0.05,0.5000,extrapolated
N70_D0050_Q0.1,70,50,0.1,0.5000,extrapolated
N70_D0050_Q0.2,70,50,0.2,0.5000,extrapolated
N70_D0050_Q0.3,70,50,0.3,0.5000,extrapolated
N70_D0050_Q0.4,70,50,0.4,0.7053,extrapolated
N70_D0050_Q0.5,70,50,0.5,0.9448,extrapolated
N70_D0050_Q0.6,70,50,0.6,1.1924,extrapolated
N70_D0050_Q0.7,70,50,0.7,1.4475,extrapolated
N70_D0050_Q0.8,70,50,0.8,1.6973,extrapolated
N70_D0050_Q0.9,70,50,0.9,1.9752,extrapolated
N70_D0050_Q0.95,70,50,0.95,2.1097,extrapolated
N70_D0050_Q1.0,70,50,1.0,2.2162,extrapolated
N70_D0100_Q0.05,70,100,0.05,0.5000,extrapolated
N70_D0100_Q0.1,70,100,0.1,0.5000,extrapolated
N70_D0100_Q0.2,70,100,0.2,0.5000,extrapolated
N70_D0100_Q0.3,70,100,0.3,0.5000,extrapolated
N70_D0100_Q0.4,70,100,0.4,0.6765,extrapolated
N70_D0100_Q0.5,70,100,0.5,0.9072,extrapolated
N70_D0100_Q0.6,70,100,0.6,1.1486,extrapolated
N70_D0100_Q0.7,70,100,0.7,1.3726,extrapolated
N70_D0100_Q0.8,70,100,0.8,1.6395,extrapolated
N70_D0100_Q0.9,70,100,0.9,1.9050,extrapolated
N70_D0100_Q0.95,70,100,0.95,1.9747,extrapolated
N70_D0100_Q1.0,70,100,1.0,2.1223,extrapolated
N70_D0150_Q0.05,70,150,0.05,0.5000,extrapolated
N70_D0150_Q0.1,70,150,0.1,0.5000,extrapolated
N70_D0150_Q0.2,70,150,0.2,0.5000,extrapolated
N70_D0150_Q0.3,70,150,0.3,0.5000,extrapolated
N70_D0150_Q0.4,70,150,0.4,0.6507,extrapolated
N70_D0150_Q0.5,70,150,0.5,0.8903,extrapolated
N70_D0150_Q0.6,70,150,0.6,1.1506,extrapolated
N70_D0150_Q0.7,70,150,0.7,1.3601,extrapolated
N70_D0150_Q0.8,70,150,0.8,1.5779,extrapolated
N70_D0150_Q0.9,70,150,0.9,1.8604,extrapolated
N70_D0150_Q0.95,70,150,0.95,1.9377,extrapolated
N70_D0150_Q1.0,70,150,1.0,2.0817,extrapolated
N70_D0300_Q0.05,70,300,0.05,0.5000,extrapolated
N70_D0300_Q0.1,70,300,0.1,0.5000,extrapolated
N70_D0300_Q0.2,70,300,0.2,0.5000,extrapolated
N70_D0300_Q0.3,70,300,0.3,0.5000,extrapolated
N70_D0300_Q0.4,70,300,0.4,0.6571,extrapolated
N70_D0300_Q0.5,70,300,0.5,0.8554,extrapolated
N70_D0300_Q0.6,70,300,0.6,1.1181,extrapolated
N70_D0300_Q0.7,70,300,0.7,1.3754,extrapolated
N70_D0300_Q0.8,70,300,0.8,1.5736,extrapolated
N70_D0300_Q0.9,70,300,0.9,1.7826,extrapolated
N70_D0300_Q0.95,70,300,0.95,1.9317,extrapolated
N70_D0300_Q1.0,70,300,1.0,2.0225,extrapolated
N70_D0500_Q0.05,70,500,0.05,0.5000,extrapolated
N70_D0500_Q0.1,70,500,0.1,0.5000,extrapolated
N70_D0500_Q0.2,70,500,0.2,0.5000,extrapolated
N70_D0500_Q0.3,70,500,0.3,0.5000,extrapolated
N70_D0500_Q0.4,70,500,0.4,0.6398,extrapolated
N70_D0500_Q0.5,70,500,0.5,0.8696,extrapolated
N70_D0500_Q0.6,70,500,0.6,1.0654,extrapolated
N70_D0500_Q0.7,70,500,0.7,1.3269,extrapolated
N70_D0500_Q0.8,70,500,0.8,1.5520,extrapolated
N70_D0500_Q0.9,70,500,0.9,1.7856,extrapolated
N70_D0500_Q0.95,70,500,0.95,1.8785,extrapolated
N70_D0500_Q1.0,70,500,1.0,2.0232,extrapolated
N70_D1000_Q0.05,70,1000,0.05,0.5000,extrapolated
N70_D1000_Q0.1,70,1000,0.1,0.5000,extrapolated
N70_D1000_Q0.2,70,1000,0.2,0.5000,extrapolated
N70_D1000_Q0.3,70,1000,0.3,0.5000,extrapolated
N70_D1000_Q0.4,70,1000,0.4,0.6331,extrapolated
N70_D1000_Q0.5,70,1000,0.5,0.8268,extrapolated
N70_D1000_Q0.6,70,1000,0.6,1.0717,extrapolated
N70_D1000_Q0.7,70,1000,0.7,1.3056,extrapolated
N70_D1000_Q0.8,70,1000,0.8,1.5113,extrapolated
N70_D1000_Q0.9,70,1000,0.9,1.7324,extrapolated
N70_D1000_Q0.95,70,1000,0.95,1.8305,extrapolated
N70_D1000_Q1.0,70,1000,1.0,1.9314,extrapolated
N70_D2000_Q0.05,70,2000,0.05,0.5000,extrapolated
N70_D2000_Q0.1,70,2000,0.1,0.5000,extrapolated
N70_D2000_Q0.2,70,2000,0.2,0.5000,extrapolated
N70_D2000_Q0.3,70,2000,0.3,0.5000,extrapolated
N70_D2000_Q0.4,70,2000,0.4,0.6095,extrapolated
N70_D2000_Q0.5,70,2000,0.5,0.8205,extrapolated
N70_D2000_Q0.6,70,2000,0.6,1.0279,extrapolated
N70_D2000_Q0.7,70,2000,0.7,1.2745,extrapolated
N70_D2000_Q0.8,70,2000,0.8,1.4713,extrapolated
N70_D2000_Q0.9,70,2000,0.9,1.7312,extrapolated
N70_D2000_Q0.95,70,2000,0.95,1.7959,extrapolated
N70_D2000_Q1.0,70,2000,1.0,1.9285,extrapolated
N120_D0005_Q0.05,120,5,0.05,0.5000,extrapolated
N120_D0005_Q0.1,120,5,0.1,0.5000,extrapolated
N120_D0005_Q0.2,120,5,0.2,0.5000,extrapolated
N120_D0005_Q0.3,120,5,0.3,0.5000,extrapolated
N120_D0005_Q0.4,120,5,0.4,0.7590,extrapolated
N120_D0005_Q0.5,120,5,0.5,1.0383,extrapolated
N120_D0005_Q0.6,120,5,0.6,1.3529,extrapolated
N120_D0005_Q0.7,120,5,0.7,1.6294,extrapolated
N120_D0005_Q0.8,120,5,0.8,1.8929,extrapolated
N120_D0005_Q0.9,120,5,0.9,2.2776,extrapolated
N120_D0005_Q0.95,120,5,0.95,2.3327,extrapolated
N120_D0005_Q1.0,120,5,1.0,2.5753,extrapolated
N120_D0010_Q0.05,120,10,0.05,0.5000,extrapolated
N120_D0010_Q0.1,120,10,0.1,0.5000,extrapolated
N120_D0010_Q0.2,120,10,0.2,0.5000,extrapolated
N120_D0010_Q0.3,120,10,0.3,0.5000,extrapolated
N120_D0010_Q0.4,120,10,0.4,0.7123,extrapolated
N120_D0010_Q0.5,120,10,0.5,0.9953,extrapolated
N120_D0010_Q0.6,120,10,0.6,1.2815,extrapolated
N120_D0010_Q0.7,120,10,0.7,1.5384,extrapolated
N120_D0010_Q0.8,120,10,0.8,1.8585,extrapolated
N120_D0010_Q0.9,120,10,0.9,2.1465,extrapolated
N120_D0010_Q0.95,120,10,0.95,2.2588,extrapolated
N120_D0010_Q1.0,120,10,1.0,2.4219,extrapolated
N120_D0020_Q0.05,120,20,0.05,0.5000,extrapolated
N120_D0020_Q0.1,120,20,0.1,0.5000,extrapolated
N120_D0020_Q0.2,120,20,0.2,0.5000,extrapolated
N120_D0020_Q0.3,120,20,0.3,0.5000,extrapolated
N120_D0020_Q0.4,120,20,0.4,0.6860,extrapolated
N120_D0020_Q0.5,120,20,0.5,0.9324,extrapolated
N120_D0020_Q0.6,120,20,0.6,1.2186,extrapolated
N120_D0020_Q0.7,120,20,0.7,1.4699,extrapolated
N120_D0020_Q0.8,120,20,0.8,1.7489,extrapolated
N120_D0020_Q0.9,120,20,0.9,2.0566,extrapolated
N120_D0020_Q0.95,120,20,0.95,2.1247,extrapolated
N120_D0020_Q1.0,120,20,1.0,2.2493,extrapolated
N120_D0050_Q0.05,120,50,0.05,0.5000,extrapolated
N120_D0050_Q0.1,120,50,0.1,0.5000,extrapolated
N120_D0050_Q0.2,120,50,0.2,0.5000,extrapolated
N120_D0050_Q0.3,120,50,0.3,0.5000,extrapolated
N120_D0050_Q0.4,120,50,0.4,0.6689,extrapolated
N120_D0050_Q0.5,120,50,0.5,0.9237,extrapolated
N120_D0050_Q0.6,120,50,0.6,1.1614,extrapolated
N120_D0050_Q0.7,120,50,0.7,1.3938,extrapolated
N120_D0050_Q0.8,120,50,0.8,1.6820,extrapolated
N120_D0050_Q0.9,120,50,0.9,1.9395,extrapolated
N120_D0050_Q0.95,120,50,0.95,2.0853,extrapolated
N120_D0050_Q1.0,120,50,1.0,2.2004,extrapolated
N120_D0100_Q0.05,120,100,0.05,0.5000,extrapolated
N120_D0100_Q0.1,120,100,0.1,0.5000,extrapolated
N120_D0100_Q0.2,120,100,0.2,0.5000,extrapolated
N120_D0100_Q0.3,120,100,0.3,0.5000,extrapolated
N120_D0100_Q0.4,120,100,0.4,0.6206,extrapolated
N120_D0100_Q0.5,120,100,0.5,0.8829,extrapolated
N120_D0100_Q0.6,120,100,0.6,1.1099,extrapolated
N120_D0100_Q0.7,120,100,0.7,1.3531,extrapolated
N120_D0100_Q0.8,120,100,0.8,1.5774,extrapolated
N120_D0100_Q0.9,120,100,0.9,1.8321,extrapolated
N120_D0100_Q0.95,120,100,0.95,1.9432,extrapolated
N120_D0100_Q1.0,120,100,1.0,2.1521,extrapolated
N120_D0150_Q0.05,120,150,0.05,0.5000,extrapolated
N120_D0150_Q0.1,120,150,0.1,0.5000,extrapolated
N120_D0150_Q0.2,120,150,0.2,0.5000,extrapolated
N120_D0150_Q0.3,120,150,0.3,0.5000,extrapolated
N120_D0150_Q0.4,120,150,0.4,0.6188,extrapolated
N120_D0150_Q0.5,120,150,0.5,0.8572,extrapolated
N120_D0150_Q0.6,120,150,0.6,1.0887,extrapolated
N120_D0150_Q0.7,120,150,0.7,1.3605,extrapolated
N120_D0150_Q0.8,120,150,0.8,1.5564,extrapolated
N120_D0150_Q0.9,120,150,0.9,1.8816,extrapolated
N120_D0150_Q0.95,120,150,0.95,1.9557,extrapolated
N120_D0150_Q1.0,120,150,1.0,2.0881,extrapolated
N120_D0300_Q0.05,120,300,0.05,0.5000,extrapolated
N120_D0300_Q0.1,120,300,0.1,0.5000,extrapolated
N120_D0300_Q0.2,120,300,0.2,0.5000,extrapolated
N120_D0300_Q0.3,120,300,0.3,0.5000,extrapolated
N120_D0300_Q0.4,120,300,0.4,0.6045,extrapolated
N120_D0300_Q0.5,120,300,0.5,0.8569,extrapolated
N120_D0300_Q0.6,120,300,0.6,1.0920,extrapolated
N120_D0300_Q0.7,120,300,0.7,1.2863,extrapolated
N120_D0300_Q0.8,120,300,0.8,1.5302,extrapolated
N120_D0300_Q0.9,120,300,0.9,1.7838,extrapolated
N120_D0300_Q0.95,120,300,0.95,1.9031,extrapolated
N120_D0300_Q1.0,120,300,1.0,2.0619,extrapolated
N120_D0500_Q0.05,120,500,0.05,0.5000,extrapolated
N120_D0500_Q0.1,120,500,0.1,0.5000,extrapolated
N120_D0500_Q0.2,120,500,0.2,0.5000,extrapolated
N120_D0500_Q0.3,120,500,0.3,0.5000,extrapolated
N120_D0500_Q0.4,120,500,0.4,0.5807,extrapolated
N120_D0500_Q0.5,120,500,0.5,0.8175,extrapolated
N120_D0500_Q0.6,120,500,0.6,1.0547,extrapolated
N120_D0500_Q0.7,120,500,0.7,1.2832,extrapolated
N120_D0500_Q0.8,120,500,0.8,1.5164,extrapolated
N120_D0500_Q0.9,120,500,0.9,1.7304,extrapolated
N120_D0500_Q0.95,120,500,0.95,1.8749,extrapolated
N120_D0500_Q1.0,120,500,1.0,2.0294,extrapolated
N120_D1000_Q0.05,120,1000,0.05,0.5000,extrapolated
N120_D1000_Q0.1,120,1000,0.1,0.5000,extrapolated
N120_D1000_Q0.2,120,1000,0.2,0.5000,extrapolated
N120_D1000_Q0.3,120,1000,0.3,0.5000,extrapolated
N120_D1000_Q0.4,120,1000,0.4,0.5785,extrapolated
N120_D1000_Q0.5,120,1000,0.5,0.7972,extrapolated
N120_D1000_Q0.6,120,1000,0.6,1.0412,extrapolated
N120_D1000_Q0.7,120,1000,0.7,1.2562,extrapolated
N120_D1000_Q0.8,120,1000,0.8,1.4850,extrapolated
N120_D1000_Q0.9,120,1000,0.9,1.7223,extrapolated
N120_D1000_Q0.95,120,1000,0.95,1.8568,extrapolated
N120_D1000_Q1.0,120,1000,1.0,1.9082,extrapolated
N120_D2000_Q0.05,120,2000,0.05,0.5000,extrapolated
N120_D2000_Q0.1,120,2000,0.1,0.5000,extrapolated
N120_D2000_Q0.2,120,2000,0.2,0.5000,extrapolated
N120_D2000_Q0.3,120,2000,0.3,0.5000,extrapolated
N120_D2000_Q0.4,120,2000,0.4,0.5772,extrapolated
N120_D2000_Q0.5,120,2000,0.5,0.7936,extrapolated
N120_D2000_Q0.6,120,2000,0.6,1.0107,extrapolated
N120_D2000_Q0.7,120,2000,0.7,1.2063,extrapolated
N120_D2000_Q0.8,120,2000,0.8,1.4677,extrapolated
N120_D2000_Q0.9,120,2000,0.9,1.6316,extrapolated
N120_D2000_Q0.95,120,2000,0.95,1.8387,extrapolated
N120_D2000_Q1.0,120,2000,1.0,1.9249,extrapolated
N300_D0005_Q0.05,300,5,0.05,0.5000,extrapolated
N300_D0005_Q0.1,300,5,0.1,0.5000,extrapolated
N300_D0005_Q0.2,300,5,0.2,0.5000,extrapolated
N300_D0005_Q0.3,300,5,0.3,0.5000,extrapolated
N300_D0005_Q0.4,300,5,0.4,0.6853,extrapolated
N300_D0005_Q0.5,300,5,0.5,0.9862,extrapolated
N300_D0005_Q0.6,300,5,0.6,1.3009,extrapolated
N300_D0005_Q0.7,300,5,0.7,1.6208,extrapolated
N300_D0005_Q0.8,300,5,0.8,1.8604,extrapolated
N300_D0005_Q0.9,300,5,0.9,2.2235,extrapolated
N300_D0005_Q0.95,300,5,0.95,2.4307,extrapolated
N300_D0005_Q1.0,300,5,1.0,2.4780,extrapolated
N300_D0010_Q0.05,300,10,0.05,0.5000,extrapolated
N300_D0010_Q0.1,300,10,0.1,0.5000,extrapolated
N300_D0010_Q0.2,300,10,0.2,0.5000,extrapolated
N300_D0010_Q0.3,300,10,0.3,0.5000,extrapolated
N300_D0010_Q0.4,300,10,0.4,0.6257,extrapolated
N300_D0010_Q0.5,300,10,0.5,0.9294,extrapolated
N300_D0010_Q0.6,300,10,0.6,1.2357,extrapolated
N300_D0010_Q0.7,300,10,0.7,1.5156,extrapolated
N300_D0010_Q0.8,300,10,0.8,1.8333,extrapolated
N300_D0010_Q0.9,300,10,0.9,2.1073,extrapolated
N300_D0010_Q0.95,300,10,0.95,2.2727,extrapolated
N300_D0010_Q1.0,300,10,1.0,2.4246,extrapolated
N300_D0020_Q0.05,300,20,0.05,0.5000,extrapolated
N300_D0020_Q0.1,300,20,0.1,0.5000,extrapolated
N300_D0020_Q0.2,300,20,0.2,0.5000,extrapolated
N300_D0020_Q0.3,300,20,0.3,0.5000,extrapolated
N300_D0020_Q0.4,300,20,0.4,0.6087,extrapolated
N300_D0020_Q0.5,300,20,0.5,0.8857,extrapolated
N300_D0020_Q0.6,300,20,0.6,1.1745,extrapolated
N300_D0020_Q0.7,300,20,0.7,1.4450,extrapolated
N300_D0020_Q0.8,300,20,0.8,1.7275,extrapolated
N300_D0020_Q0.9,300,20,0.9,1.9930,extrapolated
N300_D0020_Q0.95,300,20,0.95,2.1129,extrapolated
N300_D0020_Q1.0,300,20,1.0,2.3267,extrapolated
N300_D0050_Q0.05,300,50,0.05,0.5000,extrapolated
N300_D0050_Q0.1,300,50,0.1,0.5000,extrapolated
N300_D0050_Q0.2,300,50,0.2,0.5000,extrapolated
N300_D0050_Q0.3,300,50,0.3,0.5000,extrapolated
N300_D0050_Q0.4,300,50,0.4,0.5737,extrapolated
N300_D0050_Q0.5,300,50,0.5,0.8188,extrapolated
N300_D0050_Q0.6,300,50,0.6,1.0844,extrapolated
N300_D0050_Q0.7,300,50,0.7,1.3817,extrapolated
N300_D0050_Q0.8,300,50,0.8,1.6524,extrapolated
N300_D0050_Q0.9,300,50,0.9,1.9170,extrapolated
N300_D0050_Q0.95,300,50,0.95,2.0545,extrapolated
N300_D0050_Q1.0,300,50,1.0,2.1404,extrapolated
N300_D0100_Q0.05,300,100,0.05,0.5000,extrapolated
N300_D0100_Q0.1,300,100,0.1,0.5000,extrapolated
N300_D0100_Q0.2,300,100,0.2,0.5000,extrapolated
N300_D0100_Q0.3,300,100,0.3,0.5000,extrapolated
N300_D0100_Q0.4,300,100,0.4,0.5656,extrapolated
N300_D0100_Q0.5,300,100,0.5,0.7851,extrapolated
N300_D0100_Q0.6,300,100,0.6,1.0582,extrapolated
N300_D0100_Q0.7,300,100,0.7,1.2974,extrapolated
N300_D0100_Q0.8,300,100,0.8,1.6239,extrapolated
N300_D0100_Q0.9,300,100,0.9,1.7981,extrapolated
N300_D0100_Q0.95,300,100,0.95,1.9909,extrapolated
N300_D0100_Q1.0,300,100,1.0,2.0180,extrapolated
N300_D0150_Q0.05,300,150,0.05,0.5000,extrapolated
N300_D0150_Q0.1,300,150,0.1,0.5000,extrapolated
N300_D0150_Q0.2,300,150,0.2,0.5000,extrapolated
N300_D0150_Q0.3,300,150,0.3,0.5000,extrapolated
N300_D0150_Q0.4,300,150,0.4,0.5498,extrapolated
N300_D0150_Q0.5,300,150,0.5,0.7913,extrapolated
N300_D0150_Q0.6,300,150,0.6,1.0259,extrapolated
N300_D0150_Q0.7,300,150,0.7,1.3071,extrapolated
N300_D0150_Q0.8,300,150,0.8,1.5543,extrapolated
N300_D0150_Q0.9,300,150,0.9,1.8567,extrapolated
N300_D0150_Q0.95,300,150,0.95,1.9405,extrapolated
N300_D0150_Q1.0,300,150,1.0,2.0823,extrapolated
N300_D0300_Q0.05,300,300,0.05,0.5000,extrapolated
N300_D0300_Q0.1,300,300,0.1,0.5000,extrapolated
N300_D0300_Q0.2,300,300,0.2,0.5000,extrapolated
N300_D0300_Q0.3,300,300,0.3,0.5000,extrapolated
N300_D0300_Q0.4,300,300,0.4,0.5355,extrapolated
N300_D0300_Q0.5,300,300,0.5,0.7618,extrapolated
N300_D0300_Q0.6,300,300,0.6,1.0191,extrapolated
N300_D0300_Q0.7,300,300,0.7,1.2421,extrapolated
N300_D0300_Q0.8,300,300,0.8,1.5064,extrapolated
N300_D0300_Q0.9,300,300,0.9,1.7080,extrapolated
N300_D0300_Q0.95,300,300,0.95,1.8785,extrapolated
N300_D0300_Q1.0,300,300,1.0,1.9949,extrapolated
N300_D0500_Q0.05,300,500,0.05,0.5000,extrapolated
N300_D0500_Q0.1,300,500,0.1,0.5000,extrapolated
N300_D0500_Q0.2,300,500,0.2,0.5000,extrapolated
N300_D0500_Q0.3,300,500,0.3,0.5000,extrapolated
N300_D0500_Q0.4,300,500,0.4,0.5242,extrapolated
N300_D0500_Q0.5,300,500,0.5,0.7640,extrapolated
N300_D0500_Q0.6,300,500,0.6,1.0040,extrapolated
N300_D0500_Q0.7,300,500,0.7,1.2386,extrapolated
N300_D0500_Q0.8,300,500,0.8,1.4481,extrapolated
N300_D0500_Q0.9,300,500,0.9,1.7684,extrapolated
N300_D0500_Q0.95,300,500,0.95,1.8116,extrapolated
N300_D0500_Q1.0,300,500,1.0,1.9200,extrapolated
N300_D1000_Q0.05,300,1000,0.05,0.5000,extrapolated
N300_D1000_Q0.1,300,1000,0.1,0.5000,extrapolated
N300_D1000_Q0.2,300,1000,0.2,0.5000,extrapolated
N300_D1000_Q0.3,300,1000,0.3,0.5000,extrapolated
N300_D1000_Q0.4,300,1000,0.4,0.5189,extrapolated
N300_D1000_Q0.5,300,1000,0.5,0.7381,extrapolated
N300_D1000_Q0.6,300,1000,0.6,1.0017,extrapolated
N300_D1000_Q0.7,300,1000,0.7,1.2048,extrapolated
N300_D1000_Q0.8,300,1000,0.8,1.4767,extrapolated
N300_D1000_Q0.9,300,1000,0.9,1.6646,extrapolated
N300_D1000_Q0.95,300,1000,0.95,1.8451,extrapolated
N300_D1000_Q1.0,300,1000,1.0,1.9425,extrapolated
N300_D2000_Q0.05,300,2000,0.05,0.5000,extrapolated
N300_D2000_Q0.1,300,2000,0.1,0.5000,extrapolated
N300_D2000_Q0.2,300,2000,0.2,0.5000,extrapolated
N300_D2000_Q0.3,300,2000,0.3,0.5000,extrapolated
N300_D2000_Q0.4,300,2000,0.4,0.5000,extrapolated
N300_D2000_Q0.5,300,2000,0.5,0.7402,extrapolated
N300_D2000_Q0.6,300,2000,0.6,0.9783,extrapolated
N300_D2000_Q0.7,300,2000,0.7,1.1809,extrapolated
N300_D2000_Q0.8,300,2000,0.8,1.4119,extrapolated
N300_D2000_Q0.9,300,2000,0.9,1.6756,extrapolated
N300_D2000_Q0.95,300,2000,0.95,1.7414,extrapolated
N300_D2000_Q1.0,300,2000,1.0,1.8777,extrapolated
N700_D0005_Q0.05,700,5,0.05,0.5000,extrapolated
N700_D0005_Q0.1,700,5,0.1,0.5000,extrapolated
N700_D0005_Q0.2,700,5,0.2,0.5000,extrapolated
N700_D0005_Q0.3,700,5,0.3,0.5000,extrapolated
N700_D0005_Q0.4,700,5,0.4,0.5981,extrapolated
N700_D0005_Q0.5,700,5,0.5,0.9159,extrapolated
N700_D0005_Q0.6,700,5,0.6,1.2092,extrapolated
N700_D0005_Q0.7,700,5,0.7,1.5870,extrapolated
N700_D0005_Q0.8,700,5,0.8,1.8853,extrapolated
N700_D0005_Q0.9,700,5,0.9,2.2108,extrapolated
N700_D0005_Q0.95,700,5,0.95,2.4127,extrapolated
N700_D0005_Q1.0,700,5,1.0,2.5391,extrapolated
N700_D0010_Q0.05,700,10,0.05,0.5000,extrapolated
N700_D0010_Q0.1,700,10,0.1,0.5000,extrapolated
N700_D0010_Q0.2,700,10,0.2,0.5000,extrapolated
N700_D0010_Q0.3,700,10,0.3,0.5000,extrapolated
N700_D0010_Q0.4,700,10,0.4,0.5653,extrapolated
N700_D0010_Q0.5,700,10,0.5,0.8604,extrapolated
N700_D0010_Q0.6,700,10,0.6,1.1538,extrapolated
N700_D0010_Q0.7,700,10,0.7,1.4868,extrapolated
N700_D0010_Q0.8,700,10,0.8,1.7512,extrapolated
N700_D0010_Q0.9,700,10,0.9,2.0469,extrapolated
N700_D0010_Q0.95,700,10,0.95,2.2272,extrapolated
N700_D0010_Q1.0,700,10,1.0,2.4033,extrapolated
N700_D0020_Q0.05,700,20,0.05,0.5000,extrapolated
N700_D0020_Q0.1,700,20,0.1,0.5000,extrapolated
N700_D0020_Q0.2,700,20,0.2,0.5000,extrapolated
N700_D0020_Q0.3,700,20,0.3,0.5000,extrapolated
N700_D0020_Q0.4,700,20,0.4,0.5501,extrapolated
N700_D0020_Q0.5,700,20,0.5,0.8411,extrapolated
N700_D0020_Q0.6,700,20,0.6,1.1236,extrapolated
N700_D0020_Q0.7,700,20,0.7,1.4239,extrapolated
N700_D0020_Q0.8,700,20,0.8,1.6984,extrapolated
N700_D0020_Q0.9,700,20,0.9,1.9239,extrapolated
N700_D0020_Q0.95,700,20,0.95,2.0927,extrapolated
N700_D0020_Q1.0,700,20,1.0,2.2974,extrapolated
N700_D0050_Q0.05,700,50,0.05,0.5000,extrapolated
N700_D0050_Q0.1,700,50,0.1,0.5000,extrapolated
N700_D0050_Q0.2,700,50,0.2,0.5000,extrapolated
N700_D0050_Q0.3,700,50,0.3,0.5000,extrapolated
N700_D0050_Q0.4,700,50,0.4,0.5150,extrapolated
N700_D0050_Q0.5,700,50,0.5,0.7581,extrapolated
N700_D0050_Q0.6,700,50,0.6,1.0355,extrapolated
N700_D0050_Q0.7,700,50,0.7,1.3068,extrapolated
N700_D0050_Q0.8,700,50,0.8,1.5840,extrapolated
N700_D0050_Q0.9,700,50,0.9,1.9143,extrapolated
N700_D0050_Q0.95,700,50,0.95,2.0439,extrapolated
N700_D0050_Q1.0,700,50,1.0,2.0710,extrapolated
N700_D0100_Q0.05,700,100,0.05,0.5000,extrapolated
N700_D0100_Q0.1,700,100,0.1,0.5000,extrapolated
N700_D0100_Q0.2,700,100,0.2,0.5000,extrapolated
N700_D0100_Q0.3,700,100,0.3,0.5000,extrapolated
N700_D0100_Q0.4,700,100,0.4,0.5000,extrapolated
N700_D0100_Q0.5,700,100,0.5,0.7348,extrapolated
N700_D0100_Q0.6,700,100,0.6,0.9905,extrapolated
N700_D0100_Q0.7,700,100,0.7,1.2988,extrapolated
N700_D0100_Q0.8,700,100,0.8,1.5329,extrapolated
N700_D0100_Q0.9,700,100,0.9,1.7971,extrapolated
N700_D0100_Q0.95,700,100,0.95,1.9362,extrapolated
N700_D0100_Q1.0,700,100,1.0,2.0708,extrapolated
N700_D0150_Q0.05,700,150,0.05,0.5000,extrapolated
N700_D0150_Q0.1,700,150,0.1,0.5000,extrapolated
N700_D0150_Q0.2,700,150,0.2,0.5000,extrapolated
N700_D0150_Q0.3,700,150,0.3,0.5000,extrapolated
N700_D0150_Q0.4,700,150,0.4,0.5000,extrapolated
N700_D0150_Q0.5,700,150,0.5,0.7523,extrapolated
N700_D0150_Q0.6,700,150,0.6,0.9957,extrapolated
N700_D0150_Q0.7,700,150,0.7,1.2155,extrapolated
N700_D0150_Q0.8,700,150,0.8,1.4766,extrapolated
N700_D0150_Q0.9,700,150,0.9,1.7601,extrapolated
N700_D0150_Q0.95,700,150,0.95,1.8874,extrapolated
